07098193,_has_part,_synset_domain_topic_of,_hypernym
02663643,_also_see,_hypernym
01636397,_derivationally_related_form,_hypernym
02537960,_derivationally_related_form,_hypernym
06022291,_derivationally_related_form,_synset_domain_topic_of
00621476,_derivationally_related_form,_hypernym
01845229,_derivationally_related_form,_hypernym
04673965,_derivationally_related_form,_hypernym
02382087,_derivationally_related_form
00781685,_derivationally_related_form,_hypernym
02385634,_derivationally_related_form,_hypernym
10641755,_derivationally_related_form,_synset_domain_topic_of
04997988,_hypernym
10756433,_derivationally_related_form,_hypernym
07423899,_derivationally_related_form,_hypernym
05697976,_derivationally_related_form,_hypernym
13366311,_derivationally_related_form,_hypernym
00531302,_derivationally_related_form,_hypernym
06711159,_derivationally_related_form,_hypernym
02660819,_also_see,_hypernym
07185076,_derivationally_related_form,_hypernym
01026095,_derivationally_related_form,_hypernym
09795334,_derivationally_related_form,_hypernym
04076533,_derivationally_related_form,_hypernym
02582042,_derivationally_related_form,_hypernym,_verb_group
02730568,_derivationally_related_form,_hypernym
01022178,_hypernym
04054795,_has_part,_hypernym
00170156,_derivationally_related_form,_synset_domain_topic_of
03764276,_synset_domain_topic_of,_hypernym
01029852,_derivationally_related_form,_hypernym
05194043,_derivationally_related_form,_hypernym
01501184,_derivationally_related_form,_synset_domain_topic_of,_hypernym
01168468,_hypernym
00971650,_derivationally_related_form,_hypernym
13426376,_derivationally_related_form,_hypernym
07314277,_derivationally_related_form,_hypernym
00495998,_derivationally_related_form,_hypernym,_verb_group
05712076,_derivationally_related_form,_hypernym
06876144,_has_part,_derivationally_related_form,_hypernym
01802494,_hypernym
02469443,_derivationally_related_form,_hypernym
00809465,_derivationally_related_form,_hypernym
14036203,_hypernym
00119266,_derivationally_related_form,_hypernym
08567235,_derivationally_related_form,_hypernym
01076359,_derivationally_related_form,_hypernym
00897746,_derivationally_related_form,_hypernym,_verb_group
00958896,_derivationally_related_form,_hypernym
08103457,_member_meronym,_synset_domain_topic_of,_hypernym
01015866,_derivationally_related_form,_hypernym
03265479,_derivationally_related_form,_hypernym
02458103,_derivationally_related_form,_hypernym
01564144,_derivationally_related_form,_hypernym
01395617,_also_see
01802689,_derivationally_related_form,_hypernym
00392093,_derivationally_related_form
10201535,_derivationally_related_form,_hypernym
00250181,_derivationally_related_form,_hypernym
00217014,_derivationally_related_form,_hypernym
06172502,_derivationally_related_form,_hypernym
02235229,_derivationally_related_form,_hypernym
05652396,_hypernym
14016361,_derivationally_related_form,_hypernym
06725877,_derivationally_related_form,_hypernym
02645007,_derivationally_related_form,_hypernym,_also_see
02646072,_derivationally_related_form,_synset_domain_topic_of
02108377,_hypernym
09954479,_derivationally_related_form,_hypernym
00632627,_derivationally_related_form,_hypernym
00773402,_derivationally_related_form,_hypernym
02727462,_derivationally_related_form,_hypernym
00634472,_derivationally_related_form,_hypernym
03018802,_derivationally_related_form
05263850,_has_part,_hypernym
02038357,_derivationally_related_form,_hypernym,_also_see
03004358,_derivationally_related_form
01437254,_derivationally_related_form,_hypernym,_also_see
01221790,_derivationally_related_form,_hypernym
02156532,_has_part,_derivationally_related_form
00053097,_derivationally_related_form,_hypernym
13761171,_derivationally_related_form,_hypernym
04764412,_derivationally_related_form,_hypernym
01400044,_derivationally_related_form,_hypernym
01140471,_derivationally_related_form,_hypernym
09791530,_derivationally_related_form,_hypernym
05978812,_derivationally_related_form,_hypernym
01741446,_derivationally_related_form,_synset_domain_topic_of,_hypernym
07524760,_derivationally_related_form,_hypernym
07373602,_derivationally_related_form,_hypernym
01600191,_derivationally_related_form,_hypernym
00750532,_derivationally_related_form,_hypernym
06798558,_derivationally_related_form,_hypernym
06174404,_synset_domain_topic_of
00986027,_derivationally_related_form,_also_see
07323922,_derivationally_related_form,_hypernym
02510337,_derivationally_related_form,_hypernym
00960961,_derivationally_related_form,_hypernym
01459422,_also_see
05868477,_derivationally_related_form,_hypernym
02618149,_derivationally_related_form,_also_see,_verb_group
02499629,_derivationally_related_form,_hypernym
01306654,_derivationally_related_form,_hypernym
01905121,_has_part,_hypernym
02715513,_has_part,_hypernym
13286640,_derivationally_related_form,_hypernym
00751944,_derivationally_related_form,_hypernym
05221895,_hypernym
02684924,_derivationally_related_form,_hypernym,_verb_group
02608347,_derivationally_related_form,_verb_group
01075164,_derivationally_related_form,_synset_domain_topic_of,_hypernym
08239808,_derivationally_related_form
00594621,_derivationally_related_form,_verb_group
10191943,_derivationally_related_form,_hypernym
15274863,_derivationally_related_form,_hypernym
00634586,_derivationally_related_form,_hypernym
14854262,_derivationally_related_form,_hypernym
01525666,_derivationally_related_form,_hypernym,_verb_group
09991867,_derivationally_related_form
06768901,_derivationally_related_form,_hypernym
00838524,_derivationally_related_form,_hypernym,_verb_group
00946755,_derivationally_related_form,_hypernym
01774136,_derivationally_related_form
00190783,_derivationally_related_form,_hypernym
13083586,_has_part,_hypernym
05669934,_hypernym
09623038,_derivationally_related_form,_hypernym
00760956,_derivationally_related_form
01923414,_also_see,_hypernym
00140652,_derivationally_related_form,_hypernym
05802912,_hypernym
03714721,_derivationally_related_form,_hypernym
01264283,_derivationally_related_form,_hypernym
00205891,_derivationally_related_form,_hypernym
00143251,_derivationally_related_form,_hypernym
01704953,_derivationally_related_form,_hypernym
10227985,_derivationally_related_form,_synset_domain_topic_of,_hypernym
10339504,_derivationally_related_form,_hypernym
06763273,_derivationally_related_form,_hypernym
14412725,_derivationally_related_form,_hypernym
01627947,_verb_group
05162455,_derivationally_related_form,_hypernym
13461162,_hypernym
14997888,_derivationally_related_form
07159791,_derivationally_related_form,_hypernym
03673971,_derivationally_related_form,_hypernym
04933544,_derivationally_related_form,_hypernym
00419289,_derivationally_related_form,_also_see
01137138,_derivationally_related_form,_hypernym,_verb_group
00709625,_similar_to,_derivationally_related_form,_hypernym
01583494,_derivationally_related_form,_hypernym,_verb_group
00978369,_derivationally_related_form,_hypernym
03244388,_derivationally_related_form
01225970,_hypernym
10623354,_derivationally_related_form,_hypernym
10757193,_derivationally_related_form,_hypernym
00707956,_derivationally_related_form,_hypernym
00602805,_derivationally_related_form,_verb_group
04878861,_derivationally_related_form,_hypernym
00414627,_derivationally_related_form,_verb_group
00037396,_derivationally_related_form,_hypernym
01909812,_derivationally_related_form,_hypernym
00893167,_derivationally_related_form,_hypernym
02728763,_derivationally_related_form,_hypernym
00056930,_derivationally_related_form,_hypernym,_verb_group
00172710,_derivationally_related_form,_hypernym
01148614,_derivationally_related_form,_hypernym
05074774,_derivationally_related_form,_hypernym
04821084,_derivationally_related_form,_hypernym
02297742,_derivationally_related_form,_verb_group
03674440,_derivationally_related_form,_hypernym
00632438,_derivationally_related_form,_also_see
00967625,_derivationally_related_form,_hypernym
02853218,_derivationally_related_form,_hypernym
00314782,_derivationally_related_form,_hypernym
05125377,_derivationally_related_form,_hypernym
13273550,_derivationally_related_form,_synset_domain_topic_of,_hypernym
09769345,_derivationally_related_form,_hypernym
04613158,_derivationally_related_form,_hypernym
01046480,_derivationally_related_form
15224692,_derivationally_related_form,_hypernym
00596807,_derivationally_related_form,_hypernym
00594146,_derivationally_related_form,_hypernym
00967098,_derivationally_related_form,_hypernym,_verb_group
05430095,_has_part,_hypernym
02297948,_derivationally_related_form,_hypernym,_verb_group
02447793,_derivationally_related_form
00428000,_derivationally_related_form,_hypernym
02870092,_has_part,_derivationally_related_form,_hypernym
02153445,_hypernym
01259005,_derivationally_related_form,_hypernym
07208000,_derivationally_related_form,_hypernym
00851239,_derivationally_related_form,_hypernym
01276970,_hypernym
09767197,_derivationally_related_form
05780104,_derivationally_related_form
06037666,_derivationally_related_form,_synset_domain_topic_of,_hypernym
01389942,_also_see,_hypernym
03288225,_has_part
01062817,_derivationally_related_form,_hypernym
03419014,_derivationally_related_form,_hypernym
00660971,_derivationally_related_form,_hypernym
10490699,_derivationally_related_form,_hypernym
01456771,_derivationally_related_form,_hypernym
01059719,_derivationally_related_form,_hypernym
02712243,_derivationally_related_form
01151110,_derivationally_related_form,_hypernym
00879607,_derivationally_related_form,_hypernym
00932798,_derivationally_related_form,_hypernym
10441694,_derivationally_related_form,_hypernym
13265904,_hypernym
04754440,_derivationally_related_form,_hypernym
00597915,_derivationally_related_form,_hypernym
09997404,_derivationally_related_form,_hypernym
00163592,_derivationally_related_form
04806804,_derivationally_related_form,_hypernym
00582868,_derivationally_related_form,_hypernym
01870275,_derivationally_related_form,_hypernym
01516534,_verb_group,_derivationally_related_form,_also_see
00035189,_derivationally_related_form,_hypernym
09755241,_derivationally_related_form
00793785,_derivationally_related_form
00880269,_derivationally_related_form,_hypernym
10402824,_synset_domain_topic_of,_hypernym
00735571,_derivationally_related_form,_hypernym
07508232,_derivationally_related_form,_hypernym
07647870,_has_part,_hypernym
10771392,_derivationally_related_form,_hypernym
01978576,_also_see,_hypernym
04638175,_derivationally_related_form
01250908,_derivationally_related_form,_hypernym
01016002,_derivationally_related_form,_hypernym
00716531,_hypernym
01428853,_derivationally_related_form,_hypernym
02679012,_derivationally_related_form,_hypernym,_also_see
08620763,_derivationally_related_form,_hypernym
00121166,_derivationally_related_form,_hypernym
01088923,_derivationally_related_form,_hypernym
10335801,_derivationally_related_form,_hypernym
05534333,_derivationally_related_form,_hypernym
02743727,_derivationally_related_form,_hypernym
01884577,_derivationally_related_form,_hypernym
08060446,_derivationally_related_form,_hypernym
02733122,_derivationally_related_form,_hypernym,_verb_group
05121418,_derivationally_related_form,_hypernym
00952963,_synset_domain_topic_of,_hypernym
00794367,_derivationally_related_form,_hypernym
07326557,_derivationally_related_form,_hypernym
07009640,_has_part,_hypernym
00955601,_derivationally_related_form,_hypernym
00077419,_derivationally_related_form,_hypernym
06721949,_derivationally_related_form,_hypernym
02153387,_derivationally_related_form,_hypernym
02983097,_derivationally_related_form
07497976,_derivationally_related_form,_hypernym
02682424,_also_see,_hypernym
10728998,_derivationally_related_form,_hypernym
00004605,_derivationally_related_form,_hypernym
00235918,_derivationally_related_form,_hypernym
01215392,_derivationally_related_form,_hypernym
02028994,_derivationally_related_form,_hypernym,_also_see
05802185,_derivationally_related_form,_hypernym
11676500,_has_part,_hypernym
06741305,_derivationally_related_form,_hypernym
09816771,_hypernym
00081725,_derivationally_related_form,_synset_domain_topic_of,_hypernym
00470701,_derivationally_related_form,_verb_group
01744111,_derivationally_related_form
07991364,_member_meronym,_derivationally_related_form,_hypernym
05578442,_derivationally_related_form,_has_part,_hypernym
01197258,_derivationally_related_form,_synset_domain_topic_of
06756680,_derivationally_related_form,_hypernym
01184814,_derivationally_related_form,_synset_domain_topic_of,_hypernym
01705257,_derivationally_related_form,_synset_domain_topic_of,_hypernym
07270179,_derivationally_related_form,_hypernym
00730247,_derivationally_related_form,_hypernym
01094725,_synset_domain_topic_of,_hypernym
07180183,_derivationally_related_form,_hypernym
00680841,_derivationally_related_form,_hypernym
00156625,_derivationally_related_form,_hypernym
03010473,_has_part,_hypernym
02412175,_derivationally_related_form,_hypernym
07938773,_derivationally_related_form,_hypernym
07333649,_derivationally_related_form,_hypernym
14010148,_hypernym
03574816,_hypernym
05996646,_derivationally_related_form,_hypernym
00803815,_derivationally_related_form,_hypernym
09815790,_derivationally_related_form,_hypernym
00812580,_derivationally_related_form,_hypernym
13903387,_derivationally_related_form,_hypernym
06711855,_derivationally_related_form,_hypernym
00993014,_derivationally_related_form,_hypernym
08187837,_derivationally_related_form,_hypernym
01034312,_derivationally_related_form,_hypernym
00290302,_derivationally_related_form
09770949,_derivationally_related_form,_hypernym
01129201,_hypernym,_verb_group
01006675,_derivationally_related_form
06671637,_derivationally_related_form,_hypernym
00488770,_derivationally_related_form
00064479,_similar_to,_also_see,_derivationally_related_form
02518161,_derivationally_related_form,_hypernym
02336483,_derivationally_related_form
02058191,_derivationally_related_form,_hypernym
02119874,_derivationally_related_form
05493303,_has_part,_synset_domain_topic_of
10069296,_derivationally_related_form,_synset_domain_topic_of,_hypernym
01981036,_also_see,_derivationally_related_form,_hypernym
09968845,_derivationally_related_form,_hypernym
10773040,_derivationally_related_form
07550666,_derivationally_related_form,_hypernym
00836705,_derivationally_related_form,_hypernym
09269972,_derivationally_related_form
09765278,_derivationally_related_form,_hypernym
01690294,_derivationally_related_form,_hypernym,_verb_group
00237078,_derivationally_related_form,_hypernym
13458571,_derivationally_related_form,_hypernym
00809654,_derivationally_related_form,_hypernym
13576101,_hypernym
00040962,_derivationally_related_form
00318735,_derivationally_related_form,_hypernym
10442232,_derivationally_related_form
03210940,_derivationally_related_form,_hypernym
01872645,_derivationally_related_form,_hypernym,_verb_group
02528380,_derivationally_related_form
13899200,_hypernym
05395286,_has_part,_hypernym
00989084,_derivationally_related_form,_hypernym
03200701,_has_part,_hypernym
02229828,_verb_group
04447028,_has_part,_hypernym
00694990,_derivationally_related_form,_hypernym
02099019,_also_see
15140405,_derivationally_related_form,_hypernym,_has_part
00289175,_derivationally_related_form
01623967,_derivationally_related_form,_hypernym
02710402,_derivationally_related_form,_verb_group
10349243,_derivationally_related_form,_hypernym
10249459,_hypernym
01449053,_also_see,_hypernym
10451590,_derivationally_related_form,_hypernym
02019021,_also_see
07364700,_derivationally_related_form,_hypernym
02677097,_derivationally_related_form,_hypernym
05941423,_derivationally_related_form,_hypernym
10635275,_derivationally_related_form,_hypernym
02115778,_hypernym
01467370,_derivationally_related_form,_hypernym
00125436,_derivationally_related_form,_hypernym
10740219,_derivationally_related_form,_hypernym
00283127,_derivationally_related_form,_hypernym
10251779,_derivationally_related_form,_hypernym
00547802,_derivationally_related_form,_hypernym
01201021,_derivationally_related_form,_hypernym
01201773,_derivationally_related_form,_hypernym
01426397,_derivationally_related_form,_hypernym,_verb_group
03103128,_has_part,_hypernym
00828374,_derivationally_related_form,_hypernym
00118523,_derivationally_related_form,_hypernym
00426581,_derivationally_related_form,_hypernym
01631534,_hypernym
01761120,_derivationally_related_form,_hypernym,_also_see
02378183,_derivationally_related_form,_hypernym
01169744,_derivationally_related_form,_hypernym
02282506,_derivationally_related_form,_hypernym
05237755,_hypernym
01286913,_also_see,_hypernym
00592795,_derivationally_related_form,_hypernym
02389346,_derivationally_related_form,_hypernym,_verb_group
04019696,_derivationally_related_form,_hypernym
15143477,_derivationally_related_form
02945971,_derivationally_related_form
00171852,_derivationally_related_form,_hypernym,_verb_group
09260907,_derivationally_related_form
07362075,_derivationally_related_form,_hypernym
01343892,_derivationally_related_form,_hypernym
01149470,_derivationally_related_form,_verb_group
00263044,_derivationally_related_form,_hypernym
02290998,_also_see
06256229,_derivationally_related_form,_has_part,_hypernym
01534609,_derivationally_related_form,_hypernym
01507134,_also_see,_derivationally_related_form
06528992,_derivationally_related_form,_hypernym
02230772,_also_see,_derivationally_related_form,_hypernym
01009637,_derivationally_related_form,_hypernym
06880249,_derivationally_related_form,_hypernym
08180190,_derivationally_related_form,_hypernym
00787465,_derivationally_related_form,_hypernym
00004475,_synset_domain_topic_of,_derivationally_related_form,_has_part,_hypernym
06742932,_derivationally_related_form,_hypernym
07505047,_derivationally_related_form
00846515,_derivationally_related_form,_hypernym
01412346,_derivationally_related_form,_hypernym,_also_see
07148192,_hypernym
05546540,_has_part,_hypernym
05796750,_hypernym
01302019,_derivationally_related_form,_verb_group
00512749,_derivationally_related_form,_hypernym
00123170,_derivationally_related_form
02109818,_derivationally_related_form,_verb_group
01888295,_derivationally_related_form,_hypernym,_also_see
00792471,_also_see,_hypernym
01320009,_derivationally_related_form,_hypernym
13989627,_derivationally_related_form,_hypernym
07168131,_derivationally_related_form,_hypernym
01254013,_derivationally_related_form,_hypernym
00274941,_derivationally_related_form
01435380,_derivationally_related_form,_hypernym
00692143,_derivationally_related_form,_hypernym
02702508,_derivationally_related_form,_hypernym
02435867,_derivationally_related_form,_hypernym
04674715,_derivationally_related_form,_hypernym
01640550,_derivationally_related_form,_hypernym,_verb_group
06345131,_has_part,_hypernym
01069391,_derivationally_related_form,_hypernym,_verb_group
01217043,_derivationally_related_form
15269513,_hypernym
14841267,_derivationally_related_form,_hypernym
06149484,_synset_domain_topic_of
01312810,_also_see,_derivationally_related_form,_hypernym
10434725,_derivationally_related_form,_hypernym
00209174,_derivationally_related_form,_synset_domain_topic_of,_hypernym,_also_see
00575741,_derivationally_related_form,_hypernym
02782815,_derivationally_related_form
06892016,_derivationally_related_form,_hypernym
06193727,_derivationally_related_form,_hypernym
02037708,_also_see
01195299,_derivationally_related_form,_hypernym
01489465,_derivationally_related_form,_hypernym,_also_see
01904930,_hypernym
02209499,_also_see
01347678,_derivationally_related_form,_hypernym,_also_see
02603926,_derivationally_related_form
00819508,_derivationally_related_form,_hypernym
05131283,_derivationally_related_form,_hypernym
06762380,_derivationally_related_form,_hypernym
08403225,_derivationally_related_form,_hypernym
00064643,_hypernym
02418421,_derivationally_related_form
08513163,_derivationally_related_form
01700934,_derivationally_related_form,_synset_domain_topic_of,_hypernym
01590007,_also_see,_hypernym
05850624,_hypernym
08462320,_derivationally_related_form,_hypernym
00298161,_derivationally_related_form,_hypernym
02730265,_derivationally_related_form,_hypernym
11675842,_hypernym
02469914,_hypernym
08673395,_hypernym
00977336,_derivationally_related_form,_hypernym
01684899,_derivationally_related_form,_synset_domain_topic_of,_hypernym
02247977,_derivationally_related_form,_hypernym,_verb_group
02733524,_derivationally_related_form,_has_part,_hypernym
07528470,_derivationally_related_form,_hypernym
02348324,_derivationally_related_form,_hypernym
00052334,_hypernym
00049003,_derivationally_related_form,_hypernym
05761918,_derivationally_related_form,_hypernym
02728784,_derivationally_related_form,_synset_domain_topic_of,_hypernym
03613592,_member_meronym,_hypernym
01398919,_hypernym
02722782,_derivationally_related_form,_hypernym
07231294,_derivationally_related_form,_hypernym
04770911,_derivationally_related_form,_hypernym
00078760,_derivationally_related_form,_hypernym
13307901,_derivationally_related_form,_hypernym
01202415,_derivationally_related_form,_hypernym
00939857,_derivationally_related_form,_hypernym
00346693,_derivationally_related_form
04181228,_derivationally_related_form,_hypernym
00255710,_has_part,_derivationally_related_form,_hypernym
00592883,_derivationally_related_form,_hypernym
05573895,_has_part,_derivationally_related_form,_hypernym
14481080,_derivationally_related_form,_hypernym
06346461,_hypernym
07175241,_derivationally_related_form,_hypernym
00107739,_derivationally_related_form,_hypernym,_verb_group
00644066,_derivationally_related_form,_hypernym
09822955,_derivationally_related_form,_hypernym
05435277,_has_part,_hypernym
00238527,_derivationally_related_form
00909573,_derivationally_related_form,_hypernym
13859043,_derivationally_related_form,_hypernym
00135504,_derivationally_related_form,_hypernym
00111129,_derivationally_related_form,_synset_domain_topic_of
05148699,_derivationally_related_form,_hypernym
07335097,_derivationally_related_form,_hypernym
02475922,_derivationally_related_form,_hypernym
01198307,_has_part,_derivationally_related_form,_synset_domain_topic_of,_hypernym
13954253,_derivationally_related_form,_hypernym
01121690,_derivationally_related_form
01410905,_derivationally_related_form
04320126,_derivationally_related_form,_hypernym
11552386,_hypernym
01466257,_hypernym
02449847,_derivationally_related_form,_hypernym
00286605,_derivationally_related_form,_hypernym,_verb_group
00802318,_derivationally_related_form,_hypernym,_verb_group
02515080,_derivationally_related_form,_hypernym
04847991,_hypernym
01706129,_synset_domain_topic_of,_hypernym
10467395,_derivationally_related_form
07338681,_derivationally_related_form,_hypernym
01734300,_derivationally_related_form,_synset_domain_topic_of,_hypernym
00752954,_derivationally_related_form,_hypernym
04639113,_derivationally_related_form,_hypernym
13299651,_derivationally_related_form
14373582,_synset_domain_topic_of,_hypernym
05461816,_has_part,_hypernym
00062133,_derivationally_related_form
13313733,_derivationally_related_form,_hypernym
02635659,_derivationally_related_form,_verb_group
01865197,_also_see,_derivationally_related_form
00104868,_derivationally_related_form,_hypernym
05785311,_derivationally_related_form,_hypernym
14418395,_hypernym
00044797,_derivationally_related_form,_hypernym,_verb_group
00884946,_derivationally_related_form,_hypernym
00074038,_derivationally_related_form,_verb_group
02428487,_derivationally_related_form,_hypernym,_verb_group
03739518,_hypernym
05602835,_has_part,_hypernym
00336922,_derivationally_related_form,_hypernym
14418662,_derivationally_related_form,_hypernym
02525447,_derivationally_related_form,_hypernym,_verb_group
06736405,_derivationally_related_form,_synset_domain_topic_of,_hypernym
05936381,_derivationally_related_form
07334876,_derivationally_related_form,_hypernym
01124794,_derivationally_related_form,_synset_domain_topic_of,_hypernym
01815628,_derivationally_related_form
05297523,_has_part,_hypernym
00066191,_derivationally_related_form,_hypernym,_verb_group
00024264,_hypernym
10514784,_derivationally_related_form,_hypernym
06730563,_derivationally_related_form,_hypernym
01800349,_derivationally_related_form,_also_see
01054545,_derivationally_related_form,_hypernym
06208751,_derivationally_related_form,_hypernym
01012561,_derivationally_related_form,_hypernym
09975425,_derivationally_related_form,_hypernym
01376082,_derivationally_related_form,_hypernym
00804002,_derivationally_related_form,_hypernym
00203866,_derivationally_related_form,_hypernym
09998907,_derivationally_related_form,_hypernym
02045043,_hypernym
01374582,_derivationally_related_form
10767519,_derivationally_related_form,_hypernym
08009834,_hypernym
13790712,_derivationally_related_form,_hypernym
00908492,_derivationally_related_form,_hypernym
04770211,_hypernym
01646300,_derivationally_related_form,_verb_group
05760202,_derivationally_related_form,_hypernym
01932973,_derivationally_related_form,_also_see
00611802,_derivationally_related_form,_hypernym
06481320,_derivationally_related_form,_has_part,_hypernym
00126264,_derivationally_related_form,_hypernym
00037457,_derivationally_related_form,_synset_domain_topic_of
02465414,_derivationally_related_form,_hypernym
00446329,_derivationally_related_form
00795720,_derivationally_related_form,_hypernym
01076046,_derivationally_related_form,_hypernym
00664483,_derivationally_related_form,_hypernym
02752931,_hypernym,_verb_group
00635205,_derivationally_related_form,_hypernym
07273136,_derivationally_related_form,_hypernym
02607455,_derivationally_related_form
07070429,_hypernym
13367070,_derivationally_related_form,_hypernym
00219012,_derivationally_related_form,_hypernym
10240082,_derivationally_related_form,_hypernym
05891572,_derivationally_related_form,_hypernym
00854904,_derivationally_related_form,_hypernym
03180969,_derivationally_related_form,_hypernym
02357072,_derivationally_related_form,_hypernym
02116118,_derivationally_related_form,_hypernym
05984584,_derivationally_related_form,_hypernym
01130169,_derivationally_related_form,_hypernym
00935987,_verb_group
00337903,_derivationally_related_form,_hypernym
01041954,_derivationally_related_form,_hypernym
02451575,_instance_hypernym,_hypernym
00208497,_derivationally_related_form,_hypernym
00276068,_hypernym,_verb_group
01280645,_derivationally_related_form,_hypernym
02539788,_derivationally_related_form
05465567,_has_part,_hypernym
01172275,_derivationally_related_form,_hypernym,_verb_group
00774107,_synset_domain_topic_of,_hypernym
02694287,_derivationally_related_form,_hypernym
00713167,_derivationally_related_form,_hypernym
05726596,_derivationally_related_form,_hypernym
03061081,_derivationally_related_form
05710210,_derivationally_related_form,_hypernym
06397307,_derivationally_related_form,_synset_domain_topic_of,_hypernym
01830946,_derivationally_related_form
04552696,_member_meronym,_synset_domain_topic_of,_hypernym
08622950,_derivationally_related_form,_hypernym
00045639,_hypernym,_verb_group
01412548,_derivationally_related_form,_hypernym
00372977,_derivationally_related_form,_hypernym
02517442,_member_meronym,_hypernym
00855794,_derivationally_related_form,_hypernym
01143040,_derivationally_related_form,_hypernym
00878636,_hypernym
02290461,_derivationally_related_form,_hypernym
01202184,_derivationally_related_form,_hypernym
00605086,_derivationally_related_form,_hypernym
02444159,_verb_group
09774266,_derivationally_related_form,_hypernym
03125057,_has_part,_hypernym
05117660,_derivationally_related_form,_hypernym
06714288,_derivationally_related_form,_hypernym
00348312,_derivationally_related_form
01170052,_derivationally_related_form,_hypernym,_also_see
02648639,_derivationally_related_form,_hypernym
09443136,_derivationally_related_form,_hypernym
10249950,_derivationally_related_form,_synset_domain_topic_of,_hypernym
00746479,_derivationally_related_form
00830761,_derivationally_related_form,_hypernym
02690708,_hypernym
13740168,_derivationally_related_form,_hypernym
05395690,_has_part,_hypernym
13809207,_hypernym
02444662,_derivationally_related_form,_hypernym
10624540,_derivationally_related_form,_hypernym
14415518,_derivationally_related_form,_hypernym
01159655,_also_see
00914420,_derivationally_related_form,_hypernym
01760944,_derivationally_related_form
06648724,_derivationally_related_form,_hypernym
00034574,_derivationally_related_form,_hypernym
04686003,_hypernym
14000403,_derivationally_related_form,_hypernym
01769843,_derivationally_related_form
00672433,_derivationally_related_form,_hypernym,_also_see
01701311,_derivationally_related_form,_synset_domain_topic_of,_hypernym
13370448,_derivationally_related_form,_hypernym
00021766,_also_see
05694791,_derivationally_related_form,_hypernym
00763901,_derivationally_related_form,_also_see
01003570,_derivationally_related_form,_hypernym
03525252,_derivationally_related_form,_hypernym
02154312,_derivationally_related_form,_hypernym
01146576,_derivationally_related_form,_hypernym
00474017,_derivationally_related_form,_hypernym
07296428,_derivationally_related_form,_hypernym
13413493,_derivationally_related_form,_hypernym
01588493,_derivationally_related_form,_hypernym,_verb_group
00614057,_derivationally_related_form,_hypernym
01275762,_derivationally_related_form,_hypernym,_verb_group
01810447,_derivationally_related_form
01252280,_derivationally_related_form,_hypernym
05590740,_has_part,_hypernym
03011521,_has_part
03281145,_derivationally_related_form,_has_part,_hypernym
02036339,_derivationally_related_form,_hypernym
00609236,_derivationally_related_form,_has_part,_hypernym
02386388,_hypernym
09979072,_derivationally_related_form,_hypernym
05436080,_has_part,_hypernym
